mode,n,m,instance,seed,algorithm,makespan,optimal_makespan,ratio,runtime_seconds
unidirectional,5,40,23,56049,ILP,39,39,1.0,0.014473582999926293
unidirectional,5,40,23,56049,REC,39,39,1.0,0.00037069300014991313
unidirectional,5,40,23,56049,Heap-Based,39,39,1.0,0.00026579299992590677
unidirectional,5,40,24,56050,ILP,34,34,1.0,0.006515424000099301
unidirectional,5,40,24,56050,REC,34,34,1.0,0.0002754619999905117
unidirectional,5,40,24,56050,Heap-Based,34,34,1.0,0.00017123999896284658
unidirectional,5,40,25,56051,ILP,44,44,1.0,0.006505909999759751
unidirectional,5,40,25,56051,REC,44,44,1.0,0.00027670700001181103
unidirectional,5,40,25,56051,Heap-Based,44,44,1.0,0.00020217400015098974
unidirectional,5,40,26,56052,ILP,30,30,1.0,0.007110291000572033
unidirectional,5,40,26,56052,REC,30,30,1.0,0.00022159299987833947
unidirectional,5,40,26,56052,Heap-Based,30,30,1.0,0.00013665300139109604
unidirectional,5,40,27,56053,ILP,41,41,1.0,0.008374267999897711
unidirectional,5,40,27,56053,REC,41,41,1.0,0.000330660001054639
unidirectional,5,40,27,56053,Heap-Based,41,41,1.0,0.000259893000475131
unidirectional,5,40,28,56054,ILP,43,43,1.0,0.01288806599950476
unidirectional,5,40,28,56054,REC,43,43,1.0,0.0003535719988576602
unidirectional,5,40,28,56054,Heap-Based,43,43,1.0,0.00025866900068649556
unidirectional,5,40,29,56055,ILP,31,31,1.0,0.00693661900004372
unidirectional,5,40,29,56055,REC,31,31,1.0,0.00025230900064343587
unidirectional,5,40,29,56055,Heap-Based,31,31,1.0,0.00014972600001783576
unidirectional,5,40,30,56056,ILP,37,37,1.0,0.010016188000008697
unidirectional,5,40,30,56056,REC,37,37,1.0,0.0003392039998288965
unidirectional,5,40,30,56056,Heap-Based,37,37,1.0,0.0002517930006433744
unidirectional,5,40,31,56057,ILP,45,45,1.0,0.0157450560000143
unidirectional,5,40,31,56057,REC,45,45,1.0,0.000399831998947775
unidirectional,5,40,31,56057,Heap-Based,45,45,1.0,0.0003133369991701329
unidirectional,5,40,32,56058,ILP,40,40,1.0,0.028079144000002998
unidirectional,5,40,32,56058,REC,40,40,1.0,0.00030645300103060436
unidirectional,5,40,32,56058,Heap-Based,40,40,1.0,0.00021605300025839824
unidirectional,10,10,0,103026,ILP,16,16,1.0,0.04441544499968586
unidirectional,10,10,0,103026,REC,16,16,1.0,0.00014299299982667435
unidirectional,10,10,0,103026,Heap-Based,16,16,1.0,9.363800018036272e-05
unidirectional,10,10,1,103027,ILP,14,14,1.0,0.07278716300061205
unidirectional,10,10,1,103027,REC,14,14,1.0,0.00020967699856555555
unidirectional,10,10,1,103027,Heap-Based,14,14,1.0,8.579600034863688e-05
unidirectional,10,10,2,103028,ILP,14,14,1.0,0.31912990500131855
unidirectional,10,10,2,103028,REC,14,14,1.0,0.00017671600107860286
unidirectional,10,10,2,103028,Heap-Based,14,14,1.0,0.00011816400001407601
unidirectional,10,10,3,103029,ILP,13,13,1.0,0.03441399000075762
unidirectional,10,10,3,103029,REC,13,13,1.0,0.00014690500029246323
unidirectional,10,10,3,103029,Heap-Based,13,13,1.0,7.610200009366963e-05
unidirectional,10,10,4,103030,ILP,11,11,1.0,0.04036398400057806
unidirectional,10,10,4,103030,REC,11,11,1.0,0.00015072899986989796
unidirectional,10,10,4,103030,Heap-Based,11,11,1.0,7.668100079172291e-05
unidirectional,10,10,5,103031,ILP,11,11,1.0,0.05893730200114078
unidirectional,10,10,5,103031,REC,11,11,1.0,9.768400013854261e-05
unidirectional,10,10,5,103031,Heap-Based,11,11,1.0,5.4473999625770375e-05
unidirectional,10,10,6,103032,ILP,14,14,1.0,0.025944785000319825
unidirectional,10,10,6,103032,REC,14,14,1.0,9.815400153456721e-05
unidirectional,10,10,6,103032,Heap-Based,14,14,1.0,8.069499926932622e-05
unidirectional,10,10,7,103033,ILP,17,17,1.0,0.16191538000020955
unidirectional,10,10,7,103033,REC,17,17,1.0,0.00013427799967757892
unidirectional,10,10,7,103033,Heap-Based,17,17,1.0,9.447599950362928e-05
unidirectional,10,10,8,103034,ILP,14,14,1.0,0.12978065800052718
unidirectional,10,10,8,103034,REC,14,14,1.0,0.00011726799857569858
unidirectional,10,10,8,103034,Heap-Based,14,14,1.0,7.743900096102152e-05
unidirectional,10,10,9,103035,ILP,14,14,1.0,0.05635998199977621
unidirectional,10,10,9,103035,REC,14,14,1.0,0.00012620400048035663
unidirectional,10,10,9,103035,Heap-Based,14,14,1.0,9.985200085793622e-05
unidirectional,10,10,10,103036,ILP,13,13,1.0,0.024255334999907063
unidirectional,10,10,10,103036,REC,13,13,1.0,0.00011145200005557854
unidirectional,10,10,10,103036,Heap-Based,13,13,1.0,7.116099914128426e-05
unidirectional,10,10,11,103037,ILP,13,13,1.0,0.1327417369993782
unidirectional,10,10,11,103037,REC,13,13,1.0,0.00014628700046159793
unidirectional,10,10,11,103037,Heap-Based,13,13,1.0,9.861899889074266e-05
unidirectional,10,10,12,103038,ILP,13,13,1.0,0.04444107699964661
unidirectional,10,10,12,103038,REC,13,13,1.0,0.00013695300003746524
unidirectional,10,10,12,103038,Heap-Based,13,13,1.0,7.93309991422575e-05
unidirectional,10,10,13,103039,ILP,14,14,1.0,0.04161673199996585
unidirectional,10,10,13,103039,REC,15,14,1.0714285714285714,0.00011698699927364942
unidirectional,10,10,13,103039,Heap-Based,14,14,1.0,8.28180000098655e-05
unidirectional,10,10,14,103040,ILP,15,15,1.0,0.07616933099961898
unidirectional,10,10,14,103040,REC,15,15,1.0,0.00011942899982386734
unidirectional,10,10,14,103040,Heap-Based,15,15,1.0,7.949400060169864e-05
unidirectional,10,10,15,103041,ILP,15,15,1.0,0.09897417200045311
unidirectional,10,10,15,103041,REC,15,15,1.0,0.00013495799976226408
unidirectional,10,10,15,103041,Heap-Based,15,15,1.0,0.00012541000069177244
unidirectional,10,10,16,103042,ILP,15,15,1.0,0.05765263499961293
unidirectional,10,10,16,103042,REC,15,15,1.0,0.0001244810009666253
unidirectional,10,10,16,103042,Heap-Based,15,15,1.0,8.325100134243257e-05
unidirectional,10,10,17,103043,ILP,13,13,1.0,0.04081663000033586
unidirectional,10,10,17,103043,REC,13,13,1.0,0.00010953000128210988
unidirectional,10,10,17,103043,Heap-Based,13,13,1.0,0.00010031300007540267
unidirectional,10,10,18,103044,ILP,14,14,1.0,0.060674177000692
unidirectional,10,10,18,103044,REC,14,14,1.0,0.00010931799988611601
unidirectional,10,10,18,103044,Heap-Based,14,14,1.0,7.278100019902922e-05
unidirectional,10,10,19,103045,ILP,15,15,1.0,0.007781973999954062
unidirectional,10,10,19,103045,REC,15,15,1.0,0.0001164820005215006
unidirectional,10,10,19,103045,Heap-Based,15,15,1.0,7.826199907867704e-05
unidirectional,10,10,20,103046,ILP,14,14,1.0,0.07378485899971565
unidirectional,10,10,20,103046,REC,14,14,1.0,0.00011694299973896705
unidirectional,10,10,20,103046,Heap-Based,14,14,1.0,8.079100007307716e-05
unidirectional,10,10,21,103047,ILP,13,13,1.0,0.05592781700033811
unidirectional,10,10,21,103047,REC,13,13,1.0,0.00010352400022384245
unidirectional,10,10,21,103047,Heap-Based,13,13,1.0,6.783900062146131e-05
unidirectional,10,10,22,103048,ILP,14,14,1.0,0.14916402299968468
unidirectional,10,10,22,103048,REC,14,14,1.0,0.0001258510001207469
unidirectional,10,10,22,103048,Heap-Based,14,14,1.0,0.00015045500003907364
unidirectional,10,10,23,103049,ILP,14,14,1.0,0.06272157800049172
unidirectional,10,10,23,103049,REC,14,14,1.0,0.00015538000116066542
unidirectional,10,10,23,103049,Heap-Based,14,14,1.0,8.066800000960939e-05
unidirectional,10,10,24,103050,ILP,14,14,1.0,0.008076349000475602
unidirectional,10,10,24,103050,REC,14,14,1.0,0.00014430600094783586
unidirectional,10,10,24,103050,Heap-Based,14,14,1.0,0.00011937999988731463
unidirectional,10,10,25,103051,ILP,14,14,1.0,0.0693991799998912
unidirectional,10,10,25,103051,REC,14,14,1.0,0.00012060200060659554
unidirectional,10,10,25,103051,Heap-Based,14,14,1.0,7.930600077088457e-05
unidirectional,10,10,26,103052,ILP,13,13,1.0,0.08557042100073886
unidirectional,10,10,26,103052,REC,13,13,1.0,0.0001187210000352934
unidirectional,10,10,26,103052,Heap-Based,13,13,1.0,0.00010658000064722728
unidirectional,10,10,27,103053,ILP,12,12,1.0,0.028148768999017193
unidirectional,10,10,27,103053,REC,12,12,1.0,0.00011923599959118292
unidirectional,10,10,27,103053,Heap-Based,12,12,1.0,7.335299960686825e-05
unidirectional,10,10,28,103054,ILP,13,13,1.0,0.06573851900066074
unidirectional,10,10,28,103054,REC,13,13,1.0,0.00014491000001726206
unidirectional,10,10,28,103054,Heap-Based,13,13,1.0,8.851500024320558e-05
unidirectional,10,10,29,103055,ILP,14,14,1.0,0.03668346599988581
unidirectional,10,10,29,103055,REC,14,14,1.0,0.00012597400018421467
unidirectional,10,10,29,103055,Heap-Based,14,14,1.0,6.740400021953974e-05
unidirectional,10,10,30,103056,ILP,14,14,1.0,0.09037813399845618
unidirectional,10,10,30,103056,REC,14,14,1.0,0.00014105999980529305
unidirectional,10,10,30,103056,Heap-Based,14,14,1.0,8.860399975674227e-05
unidirectional,10,10,31,103057,ILP,14,14,1.0,0.13687460199980706
unidirectional,10,10,31,103057,REC,14,14,1.0,0.00012648200026887935
unidirectional,10,10,31,103057,Heap-Based,14,14,1.0,7.589300003019162e-05
unidirectional,10,10,32,103058,ILP,15,15,1.0,0.0760280620015692
unidirectional,10,10,32,103058,REC,16,15,1.0666666666666667,0.00013724099881073926
unidirectional,10,10,32,103058,Heap-Based,15,15,1.0,0.00010807900071085896
unidirectional,10,20,0,104026,ILP,25,25,1.0,0.019390517998544965
unidirectional,10,20,0,104026,REC,25,25,1.0,0.00024119800036714878
unidirectional,10,20,0,104026,Heap-Based,25,25,1.0,0.0001680630011833273
unidirectional,10,20,1,104027,ILP,21,21,1.0,0.08792980399994121
unidirectional,10,20,1,104027,REC,21,21,1.0,0.0002613140004541492
unidirectional,10,20,1,104027,Heap-Based,21,21,1.0,0.00016254299953288864
unidirectional,10,20,2,104028,ILP,21,21,1.0,0.008864455001457827
unidirectional,10,20,2,104028,REC,21,21,1.0,0.00020847000087087508
unidirectional,10,20,2,104028,Heap-Based,21,21,1.0,0.00012556000001495704
unidirectional,10,20,3,104029,ILP,25,25,1.0,0.5069106040009501
unidirectional,10,20,3,104029,REC,25,25,1.0,0.00026477500068722293
unidirectional,10,20,3,104029,Heap-Based,25,25,1.0,0.00019738300034077838
unidirectional,10,20,4,104030,ILP,23,23,1.0,0.3579528810005286
unidirectional,10,20,4,104030,REC,23,23,1.0,0.00024637600108690094
unidirectional,10,20,4,104030,Heap-Based,23,23,1.0,0.00017591499999980442
unidirectional,10,20,5,104031,ILP,22,22,1.0,0.5986525270000129
unidirectional,10,20,5,104031,REC,22,22,1.0,0.00024632799977553077
unidirectional,10,20,5,104031,Heap-Based,22,22,1.0,0.00017081799887819216
unidirectional,10,20,6,104032,ILP,23,23,1.0,0.010679201999664656
unidirectional,10,20,6,104032,REC,23,23,1.0,0.00021007399845984764
unidirectional,10,20,6,104032,Heap-Based,23,23,1.0,0.0001218149991473183
unidirectional,10,20,7,104033,ILP,22,22,1.0,0.009391053999934229
unidirectional,10,20,7,104033,REC,22,22,1.0,0.0002053499993053265
unidirectional,10,20,7,104033,Heap-Based,22,22,1.0,0.00012263900134712458
unidirectional,10,20,8,104034,ILP,25,25,1.0,0.056477520000044024
unidirectional,10,20,8,104034,REC,25,25,1.0,0.0002168219998566201
unidirectional,10,20,8,104034,Heap-Based,25,25,1.0,0.00017169299826491624
unidirectional,10,20,9,104035,ILP,18,18,1.0,0.00984491900089779
unidirectional,10,20,9,104035,REC,18,18,1.0,0.0002014559995586751
unidirectional,10,20,9,104035,Heap-Based,18,18,1.0,0.00010173100054089446
unidirectional,10,20,10,104036,ILP,21,21,1.0,0.055651114000284
unidirectional,10,20,10,104036,REC,21,21,1.0,0.00022275799892668147
unidirectional,10,20,10,104036,Heap-Based,21,21,1.0,0.000141614000312984
unidirectional,10,20,11,104037,ILP,23,23,1.0,0.10796697300065716
unidirectional,10,20,11,104037,REC,23,23,1.0,0.00021282300076563843
unidirectional,10,20,11,104037,Heap-Based,23,23,1.0,0.00014188199929776601
unidirectional,10,20,12,104038,ILP,22,22,1.0,0.044024987999364384
unidirectional,10,20,12,104038,REC,22,22,1.0,0.00021947499953967053
unidirectional,10,20,12,104038,Heap-Based,22,22,1.0,0.00013552699965657666
unidirectional,10,20,13,104039,ILP,22,22,1.0,0.030879448000632692
unidirectional,10,20,13,104039,REC,22,22,1.0,0.00022857099975226447
unidirectional,10,20,13,104039,Heap-Based,22,22,1.0,0.00015141100084292702
unidirectional,10,20,14,104040,ILP,22,22,1.0,0.10248637199947552
unidirectional,10,20,14,104040,REC,22,22,1.0,0.00021841499983565882
unidirectional,10,20,14,104040,Heap-Based,22,22,1.0,0.00015785699906700756
unidirectional,10,20,15,104041,ILP,21,21,1.0,0.08098560600046767
unidirectional,10,20,15,104041,REC,21,21,1.0,0.0001976710009330418
unidirectional,10,20,15,104041,Heap-Based,21,21,1.0,0.00012535700079752132
unidirectional,10,20,16,104042,ILP,23,23,1.0,0.06516759199985245
unidirectional,10,20,16,104042,REC,23,23,1.0,0.0002418730000499636
unidirectional,10,20,16,104042,Heap-Based,23,23,1.0,0.00014104399997449946
unidirectional,10,20,17,104043,ILP,19,19,1.0,0.10129152799891017
unidirectional,10,20,17,104043,REC,19,19,1.0,0.00023126100131776184
unidirectional,10,20,17,104043,Heap-Based,19,19,1.0,0.0001495870001235744
unidirectional,10,20,18,104044,ILP,24,24,1.0,0.13261528499970154
unidirectional,10,20,18,104044,REC,24,24,1.0,0.00024352999935217667
unidirectional,10,20,18,104044,Heap-Based,24,24,1.0,0.00014071700024942402
unidirectional,10,20,19,104045,ILP,20,20,1.0,0.08171991000017442
unidirectional,10,20,19,104045,REC,20,20,1.0,0.0002495799999451265
unidirectional,10,20,19,104045,Heap-Based,20,20,1.0,0.0001439810002921149
unidirectional,10,20,20,104046,ILP,24,24,1.0,0.056733457999143866
unidirectional,10,20,20,104046,REC,24,24,1.0,0.0002389880010014167
unidirectional,10,20,20,104046,Heap-Based,24,24,1.0,0.00016551500084460713
unidirectional,10,20,21,104047,ILP,20,20,1.0,0.009142752000116161
unidirectional,10,20,21,104047,REC,20,20,1.0,0.0001907599998958176
unidirectional,10,20,21,104047,Heap-Based,20,20,1.0,0.00010968999959004577
unidirectional,10,20,22,104048,ILP,21,21,1.0,0.16082305000054475
unidirectional,10,20,22,104048,REC,21,21,1.0,0.00019513200095389038
unidirectional,10,20,22,104048,Heap-Based,21,21,1.0,0.00011903599988727365
unidirectional,10,20,23,104049,ILP,25,25,1.0,0.013928115000453545
unidirectional,10,20,23,104049,REC,25,25,1.0,0.0002256379993923474
unidirectional,10,20,23,104049,Heap-Based,25,25,1.0,0.00014991799980634823
unidirectional,10,20,24,104050,ILP,25,25,1.0,0.17271679300029064
unidirectional,10,20,24,104050,REC,25,25,1.0,0.0002709439995669527
unidirectional,10,20,24,104050,Heap-Based,25,25,1.0,0.00017047099936462473
unidirectional,10,20,25,104051,ILP,20,20,1.0,0.10133310399942275
unidirectional,10,20,25,104051,REC,20,20,1.0,0.00022340600116876885
unidirectional,10,20,25,104051,Heap-Based,20,20,1.0,0.00012007999976049177
unidirectional,10,20,26,104052,ILP,17,17,1.0,0.0698327980007889
unidirectional,10,20,26,104052,REC,17,17,1.0,0.00021447300059662666
unidirectional,10,20,26,104052,Heap-Based,17,17,1.0,0.00012877600056526717
unidirectional,10,20,27,104053,ILP,24,24,1.0,0.05159878700033005
unidirectional,10,20,27,104053,REC,24,24,1.0,0.00021064999964437447
unidirectional,10,20,27,104053,Heap-Based,24,24,1.0,0.0001335969991487218
unidirectional,10,20,28,104054,ILP,23,23,1.0,0.14466192400141153
unidirectional,10,20,28,104054,REC,23,23,1.0,0.0002453320012136828
unidirectional,10,20,28,104054,Heap-Based,23,23,1.0,0.0001665700001467485
unidirectional,10,20,29,104055,ILP,22,22,1.0,0.016755643000578857
unidirectional,10,20,29,104055,REC,22,22,1.0,0.00019044900000153575
unidirectional,10,20,29,104055,Heap-Based,22,22,1.0,0.00011782700130424928
unidirectional,10,20,30,104056,ILP,21,21,1.0,0.07419347900031426
unidirectional,10,20,30,104056,REC,21,21,1.0,0.00019599500046751928
unidirectional,10,20,30,104056,Heap-Based,21,21,1.0,0.00011998800073342863
unidirectional,10,20,31,104057,ILP,22,22,1.0,0.09583942699828185
unidirectional,10,20,31,104057,REC,22,22,1.0,0.00022742200053471606
unidirectional,10,20,31,104057,Heap-Based,22,22,1.0,0.0001510660003987141
unidirectional,10,20,32,104058,ILP,22,22,1.0,0.014217594998626737
unidirectional,10,20,32,104058,REC,22,22,1.0,0.00022645300123258494
unidirectional,10,20,32,104058,Heap-Based,22,22,1.0,0.00014410600124392658
unidirectional,10,30,0,105026,ILP,31,31,1.0,0.02488094099862792
unidirectional,10,30,0,105026,REC,31,31,1.0,0.00036588299917639233
unidirectional,10,30,0,105026,Heap-Based,31,31,1.0,0.0002237190001324052
unidirectional,10,30,1,105027,ILP,33,33,1.0,0.5849973270014743
unidirectional,10,30,1,105027,REC,33,33,1.0,0.0004453940000530565
unidirectional,10,30,1,105027,Heap-Based,33,33,1.0,0.0003019010000571143
unidirectional,10,30,2,105028,ILP,21,21,1.0,0.06691103299999668
unidirectional,10,30,2,105028,REC,21,21,1.0,0.00032268200084217824
unidirectional,10,30,2,105028,Heap-Based,21,21,1.0,0.00017009099974529818
unidirectional,10,30,3,105029,ILP,32,32,1.0,0.03231051199873036
unidirectional,10,30,3,105029,REC,32,32,1.0,0.0004697840013250243
unidirectional,10,30,3,105029,Heap-Based,32,32,1.0,0.0003209710012015421
unidirectional,10,30,4,105030,ILP,29,29,1.0,0.18246025900043605
unidirectional,10,30,4,105030,REC,29,29,1.0,0.0003891460000886582
unidirectional,10,30,4,105030,Heap-Based,29,29,1.0,0.00023229299949889537
unidirectional,10,30,5,105031,ILP,30,30,1.0,0.11851169199871947
unidirectional,10,30,5,105031,REC,30,30,1.0,0.00046151900096447207
unidirectional,10,30,5,105031,Heap-Based,30,30,1.0,0.0003292029996373458
unidirectional,10,30,6,105032,ILP,35,35,1.0,0.15403100600087782
unidirectional,10,30,6,105032,REC,35,35,1.0,0.0004286719995434396
unidirectional,10,30,6,105032,Heap-Based,35,35,1.0,0.0002838319996953942
unidirectional,10,30,7,105033,ILP,29,29,1.0,0.027885841998795513
unidirectional,10,30,7,105033,REC,29,29,1.0,0.00039095300053304527
unidirectional,10,30,7,105033,Heap-Based,29,29,1.0,0.0002494589989510132
unidirectional,10,30,8,105034,ILP,32,32,1.0,0.019207490999178845
unidirectional,10,30,8,105034,REC,32,32,1.0,0.00036812200050917454
unidirectional,10,30,8,105034,Heap-Based,32,32,1.0,0.00022842100042907987
unidirectional,10,30,9,105035,ILP,32,32,1.0,0.021312852999471943
unidirectional,10,30,9,105035,REC,32,32,1.0,0.00039429200114682317
unidirectional,10,30,9,105035,Heap-Based,32,32,1.0,0.00024808200032566674
unidirectional,10,30,10,105036,ILP,32,32,1.0,0.16275786499863898
unidirectional,10,30,10,105036,REC,32,32,1.0,0.000383340999178472
unidirectional,10,30,10,105036,Heap-Based,32,32,1.0,0.0002554200000304263
unidirectional,10,30,11,105037,ILP,34,34,1.0,0.09455859099944064
unidirectional,10,30,11,105037,REC,34,34,1.0,0.0004769870010932209
unidirectional,10,30,11,105037,Heap-Based,34,34,1.0,0.00030013099967618473
unidirectional,10,30,12,105038,ILP,30,30,1.0,0.02474765500119247
unidirectional,10,30,12,105038,REC,30,30,1.0,0.000411267999879783
unidirectional,10,30,12,105038,Heap-Based,30,30,1.0,0.0002612099997350015
unidirectional,10,30,13,105039,ILP,34,34,1.0,0.35542578499917
unidirectional,10,30,13,105039,REC,34,34,1.0,0.0004133560014452087
unidirectional,10,30,13,105039,Heap-Based,34,34,1.0,0.0002729990010266192
unidirectional,10,30,14,105040,ILP,33,33,1.0,0.024929514000177733
unidirectional,10,30,14,105040,REC,33,33,1.0,0.00039723999907437246
unidirectional,10,30,14,105040,Heap-Based,33,33,1.0,0.0002685130002646474
unidirectional,10,30,15,105041,ILP,32,32,1.0,0.08529636200000823
unidirectional,10,30,15,105041,REC,32,32,1.0,0.0003664390005724272
unidirectional,10,30,15,105041,Heap-Based,32,32,1.0,0.0002413809997960925
unidirectional,10,30,16,105042,ILP,29,29,1.0,0.2023154369999247
unidirectional,10,30,16,105042,REC,29,29,1.0,0.0003455640016909456
unidirectional,10,30,16,105042,Heap-Based,29,29,1.0,0.00020325800142018124
unidirectional,10,30,17,105043,ILP,33,33,1.0,0.35057103500002995
unidirectional,10,30,17,105043,REC,33,33,1.0,0.000398094000047422
unidirectional,10,30,17,105043,Heap-Based,33,33,1.0,0.00026563699975667987
unidirectional,10,30,18,105044,ILP,31,31,1.0,0.14778344799924525
unidirectional,10,30,18,105044,REC,31,31,1.0,0.0004206590001558652
unidirectional,10,30,18,105044,Heap-Based,31,31,1.0,0.00029864399948564824
unidirectional,10,30,19,105045,ILP,31,31,1.0,0.08754434999900695
unidirectional,10,30,19,105045,REC,31,31,1.0,0.00034696299917413853
unidirectional,10,30,19,105045,Heap-Based,31,31,1.0,0.00022464600078819785
unidirectional,10,30,20,105046,ILP,31,31,1.0,0.2175803600002837
unidirectional,10,30,20,105046,REC,31,31,1.0,0.0003660220008896431
unidirectional,10,30,20,105046,Heap-Based,31,31,1.0,0.00024135900093824603
unidirectional,10,30,21,105047,ILP,23,23,1.0,0.01674733300023945
unidirectional,10,30,21,105047,REC,23,23,1.0,0.00029388899929472245
unidirectional,10,30,21,105047,Heap-Based,23,23,1.0,0.0001848760002758354
unidirectional,10,30,22,105048,ILP,28,28,1.0,0.030929808999644592
unidirectional,10,30,22,105048,REC,28,28,1.0,0.0003526339987729443
unidirectional,10,30,22,105048,Heap-Based,28,28,1.0,0.0002020190004259348
unidirectional,10,30,23,105049,ILP,31,31,1.0,0.3248527300002024
unidirectional,10,30,23,105049,REC,31,31,1.0,0.00039649399877816904
unidirectional,10,30,23,105049,Heap-Based,31,31,1.0,0.0002803330007736804
unidirectional,10,30,24,105050,ILP,31,31,1.0,0.07724026899995806
unidirectional,10,30,24,105050,REC,31,31,1.0,0.0003497219986456912
unidirectional,10,30,24,105050,Heap-Based,31,31,1.0,0.0002197600006184075
unidirectional,10,30,25,105051,ILP,31,31,1.0,0.09746628799985046
unidirectional,10,30,25,105051,REC,31,31,1.0,0.0003949370002374053
unidirectional,10,30,25,105051,Heap-Based,31,31,1.0,0.000265957998635713
unidirectional,10,30,26,105052,ILP,31,31,1.0,0.027211491998968995
unidirectional,10,30,26,105052,REC,31,31,1.0,0.00047740999980305787
unidirectional,10,30,26,105052,Heap-Based,31,31,1.0,0.0002782660012599081
unidirectional,10,30,27,105053,ILP,33,33,1.0,0.016227482999966014
unidirectional,10,30,27,105053,REC,33,33,1.0,0.0003627090009103995
unidirectional,10,30,27,105053,Heap-Based,33,33,1.0,0.00022242399973038118
unidirectional,10,30,28,105054,ILP,30,30,1.0,0.03208165999967605
unidirectional,10,30,28,105054,REC,30,30,1.0,0.00039041800118866377
unidirectional,10,30,28,105054,Heap-Based,30,30,1.0,0.00023147000138123985
unidirectional,10,30,29,105055,ILP,35,35,1.0,0.026530786999501288
unidirectional,10,30,29,105055,REC,35,35,1.0,0.00039183399894682225
unidirectional,10,30,29,105055,Heap-Based,35,35,1.0,0.0002620590003061807
unidirectional,10,30,30,105056,ILP,31,31,1.0,0.014191999998729443
unidirectional,10,30,30,105056,REC,31,31,1.0,0.0003469990006124135
unidirectional,10,30,30,105056,Heap-Based,31,31,1.0,0.0002237230000901036
unidirectional,10,30,31,105057,ILP,33,33,1.0,0.1140530270004092
unidirectional,10,30,31,105057,REC,33,33,1.0,0.0003825289986707503
unidirectional,10,30,31,105057,Heap-Based,33,33,1.0,0.0002649770012794761
unidirectional,10,30,32,105058,ILP,31,31,1.0,0.5199349180002173
unidirectional,10,30,32,105058,REC,31,31,1.0,0.0003916360001312569
unidirectional,10,30,32,105058,Heap-Based,31,31,1.0,0.00026045999948109966
unidirectional,10,40,0,106026,ILP,37,37,1.0,0.16041162600049574
unidirectional,10,40,0,106026,REC,37,37,1.0,0.0006544529987877468
unidirectional,10,40,0,106026,Heap-Based,37,37,1.0,0.00039152600038505625
unidirectional,10,40,1,106027,ILP,39,39,1.0,0.024048369999945862
unidirectional,10,40,1,106027,REC,39,39,1.0,0.0005459349995362572
unidirectional,10,40,1,106027,Heap-Based,39,39,1.0,0.0003177029993821634
unidirectional,10,40,2,106028,ILP,40,40,1.0,0.0254191809999611
unidirectional,10,40,2,106028,REC,40,40,1.0,0.0005242219995125197
unidirectional,10,40,2,106028,Heap-Based,40,40,1.0,0.00035620899870991707
unidirectional,10,40,3,106029,ILP,35,35,1.0,0.15629039600025862
unidirectional,10,40,3,106029,REC,35,35,1.0,0.00047567299952788744
unidirectional,10,40,3,106029,Heap-Based,35,35,1.0,0.00027102199965156615
unidirectional,10,40,4,106030,ILP,43,43,1.0,0.03936576700107253
unidirectional,10,40,4,106030,REC,43,43,1.0,0.0006101369999669259
unidirectional,10,40,4,106030,Heap-Based,43,43,1.0,0.0004223059986543376
unidirectional,10,40,5,106031,ILP,37,37,1.0,0.21233729900086473
unidirectional,10,40,5,106031,REC,37,37,1.0,0.0006387249995896127
unidirectional,10,40,5,106031,Heap-Based,37,37,1.0,0.00041884999882313423
unidirectional,10,40,6,106032,ILP,43,43,1.0,0.1987178790004691
unidirectional,10,40,6,106032,REC,43,43,1.0,0.0006119539993960643
unidirectional,10,40,6,106032,Heap-Based,43,43,1.0,0.0004426600007718662
unidirectional,10,40,7,106033,ILP,41,41,1.0,0.024236642999312608
unidirectional,10,40,7,106033,REC,41,41,1.0,0.0004884390000370331
unidirectional,10,40,7,106033,Heap-Based,41,41,1.0,0.0002961209993372904
unidirectional,10,40,8,106034,ILP,44,44,1.0,0.3692469119996531
unidirectional,10,40,8,106034,REC,44,44,1.0,0.0006109189998824149
unidirectional,10,40,8,106034,Heap-Based,44,44,1.0,0.0004437609986780444
unidirectional,10,40,9,106035,ILP,39,39,1.0,0.027133423000123003
unidirectional,10,40,9,106035,REC,39,39,1.0,0.0004910650004603667
unidirectional,10,40,9,106035,Heap-Based,39,39,1.0,0.0003112560007139109
unidirectional,10,40,10,106036,ILP,39,39,1.0,0.24606471799961582
unidirectional,10,40,10,106036,REC,39,39,1.0,0.0005165870006749174
unidirectional,10,40,10,106036,Heap-Based,39,39,1.0,0.00033808099942689296
unidirectional,10,40,11,106037,ILP,44,44,1.0,0.014503405000141356
unidirectional,10,40,11,106037,REC,44,44,1.0,0.00044391399933374487
unidirectional,10,40,11,106037,Heap-Based,44,44,1.0,0.0002581770004326245
unidirectional,10,40,12,106038,ILP,43,43,1.0,0.3221352470009151
unidirectional,10,40,12,106038,REC,43,43,1.0,0.0005610829994111555
unidirectional,10,40,12,106038,Heap-Based,43,43,1.0,0.0003977980013587512
unidirectional,10,40,13,106039,ILP,43,43,1.0,0.01853866300007212
unidirectional,10,40,13,106039,REC,43,43,1.0,0.0004945510008838028
unidirectional,10,40,13,106039,Heap-Based,43,43,1.0,0.0003165930011164164
unidirectional,10,40,14,106040,ILP,43,43,1.0,0.045323066999117145
unidirectional,10,40,14,106040,REC,43,43,1.0,0.0005864459999429528
unidirectional,10,40,14,106040,Heap-Based,43,43,1.0,0.000397619998693699
unidirectional,10,40,15,106041,ILP,41,41,1.0,0.03780521999942721
