mode,n,m,instance,seed,algorithm,makespan,optimal_makespan,ratio,runtime_seconds
unidirectional,10,40,15,106041,REC,41,41,1.0,0.0005624000004900154
unidirectional,10,40,15,106041,Heap-Based,41,41,1.0,0.00034050400063279085
unidirectional,10,40,16,106042,ILP,41,41,1.0,0.10274892899906263
unidirectional,10,40,16,106042,REC,41,41,1.0,0.0004948550013068598
unidirectional,10,40,16,106042,Heap-Based,41,41,1.0,0.0003434449990891153
unidirectional,10,40,17,106043,ILP,43,43,1.0,0.22362088299996685
unidirectional,10,40,17,106043,REC,43,43,1.0,0.0005749100000684848
unidirectional,10,40,17,106043,Heap-Based,43,43,1.0,0.0003857299998344388
unidirectional,10,40,18,106044,ILP,35,35,1.0,0.018307348000234924
unidirectional,10,40,18,106044,REC,35,35,1.0,0.0004870530010521179
unidirectional,10,40,18,106044,Heap-Based,35,35,1.0,0.00024361400028283242
unidirectional,10,40,19,106045,ILP,42,42,1.0,0.02458600299905811
unidirectional,10,40,19,106045,REC,42,42,1.0,0.0005710010009352118
unidirectional,10,40,19,106045,Heap-Based,42,42,1.0,0.00037114500082680024
unidirectional,10,40,20,106046,ILP,43,43,1.0,0.03330779399948369
unidirectional,10,40,20,106046,REC,43,43,1.0,0.0005657430010614917
unidirectional,10,40,20,106046,Heap-Based,43,43,1.0,0.00043324999933247454
unidirectional,10,40,21,106047,ILP,38,38,1.0,0.023114940000596107
unidirectional,10,40,21,106047,REC,38,38,1.0,0.0005068840000603814
unidirectional,10,40,21,106047,Heap-Based,38,38,1.0,0.0003398549997655209
unidirectional,10,40,22,106048,ILP,37,37,1.0,0.10592025400001148
unidirectional,10,40,22,106048,REC,37,37,1.0,0.000485238000692334
unidirectional,10,40,22,106048,Heap-Based,37,37,1.0,0.00032148500031325966
unidirectional,10,40,23,106049,ILP,40,40,1.0,0.03315782600111561
unidirectional,10,40,23,106049,REC,40,40,1.0,0.0006123729999671923
unidirectional,10,40,23,106049,Heap-Based,40,40,1.0,0.0004228389989293646
unidirectional,10,40,24,106050,ILP,37,37,1.0,0.024133529999744496
unidirectional,10,40,24,106050,REC,37,37,1.0,0.0005346649995772168
unidirectional,10,40,24,106050,Heap-Based,37,37,1.0,0.0003386169992154464
unidirectional,10,40,25,106051,ILP,45,45,1.0,0.08753632200023276
unidirectional,10,40,25,106051,REC,45,45,1.0,0.0005238550002104603
unidirectional,10,40,25,106051,Heap-Based,45,45,1.0,0.00035529699925973546
unidirectional,10,40,26,106052,ILP,42,42,1.0,0.15065066299939645
unidirectional,10,40,26,106052,REC,42,42,1.0,0.0005819859998155152
unidirectional,10,40,26,106052,Heap-Based,42,42,1.0,0.00037862599856453016
unidirectional,10,40,27,106053,ILP,38,38,1.0,0.0302612310006225
unidirectional,10,40,27,106053,REC,38,38,1.0,0.0005585640010394854
unidirectional,10,40,27,106053,Heap-Based,38,38,1.0,0.00034064600004057866
unidirectional,10,40,28,106054,ILP,40,40,1.0,0.6882071109994286
unidirectional,10,40,28,106054,REC,40,40,1.0,0.0006731579996994697
unidirectional,10,40,28,106054,Heap-Based,40,40,1.0,0.0004417330001160735
unidirectional,10,40,29,106055,ILP,41,41,1.0,0.029798646999552147
unidirectional,10,40,29,106055,REC,41,41,1.0,0.0005865339990123175
unidirectional,10,40,29,106055,Heap-Based,41,41,1.0,0.0004042569999000989
unidirectional,10,40,30,106056,ILP,43,43,1.0,0.033110039999883156
unidirectional,10,40,30,106056,REC,43,43,1.0,0.0005870120003237389
unidirectional,10,40,30,106056,Heap-Based,43,43,1.0,0.00039538200144306757
unidirectional,10,40,31,106057,ILP,35,35,1.0,0.2026391399995191
unidirectional,10,40,31,106057,REC,35,35,1.0,0.0006124629999249009
unidirectional,10,40,31,106057,Heap-Based,35,35,1.0,0.0003894929996022256
unidirectional,10,40,32,106058,ILP,39,39,1.0,0.030187807000402245
unidirectional,10,40,32,106058,REC,39,39,1.0,0.0005464879995997762
unidirectional,10,40,32,106058,Heap-Based,39,39,1.0,0.0003173400000378024
unidirectional,15,10,0,153026,ILP,17,17,1.0,6.891065980000349
unidirectional,15,10,0,153026,REC,17,17,1.0,0.00016887099991436116
unidirectional,15,10,0,153026,Heap-Based,17,17,1.0,0.00011185400035174098
unidirectional,15,10,1,153027,ILP,14,14,1.0,0.3262100920001103
unidirectional,15,10,1,153027,REC,14,14,1.0,0.00020111400044697803
unidirectional,15,10,1,153027,Heap-Based,14,14,1.0,0.00010998500147252344
unidirectional,15,10,2,153028,ILP,14,14,1.0,1.230220082001324
unidirectional,15,10,2,153028,REC,14,14,1.0,0.0001674129998718854
unidirectional,15,10,2,153028,Heap-Based,14,14,1.0,0.00010026200106949545
unidirectional,15,10,3,153029,ILP,14,14,1.0,0.254373656000098
unidirectional,15,10,3,153029,REC,14,14,1.0,0.00020417599989741575
unidirectional,15,10,3,153029,Heap-Based,14,14,1.0,0.00011268699927313719
unidirectional,15,10,4,153030,ILP,15,15,1.0,0.45090008200168086
unidirectional,15,10,4,153030,REC,15,15,1.0,0.00017220100016857032
unidirectional,15,10,4,153030,Heap-Based,15,15,1.0,0.00014458899931923952
unidirectional,15,10,5,153031,ILP,14,14,1.0,0.1510886140004004
unidirectional,15,10,5,153031,REC,14,14,1.0,0.00023446500017598737
unidirectional,15,10,5,153031,Heap-Based,14,14,1.0,0.00010804100020322949
unidirectional,15,10,6,153032,ILP,18,18,1.0,20.130031791000874
unidirectional,15,10,6,153032,REC,18,18,1.0,0.00018907999947259668
unidirectional,15,10,6,153032,Heap-Based,18,18,1.0,0.00013282199870445766
unidirectional,15,10,7,153033,ILP,16,16,1.0,16.071995899001195
unidirectional,15,10,7,153033,REC,16,16,1.0,0.00016762199993536342
unidirectional,15,10,7,153033,Heap-Based,16,16,1.0,0.00010848400052054785
unidirectional,15,10,8,153034,ILP,15,15,1.0,114.65111747500123
unidirectional,15,10,8,153034,REC,15,15,1.0,0.00017411699991498608
unidirectional,15,10,8,153034,Heap-Based,15,15,1.0,0.0001133010009652935
unidirectional,15,10,9,153035,ILP,15,15,1.0,0.5723872920007125
unidirectional,15,10,9,153035,REC,15,15,1.0,0.00017011100135277957
unidirectional,15,10,9,153035,Heap-Based,15,15,1.0,0.00011296800039417576
unidirectional,15,10,10,153036,ILP,16,16,1.0,1.544704248999551
unidirectional,15,10,10,153036,REC,16,16,1.0,0.0001796649994503241
unidirectional,15,10,10,153036,Heap-Based,16,16,1.0,0.00012046200026816223
unidirectional,15,10,11,153037,ILP,18,18,1.0,4.139997913000116
unidirectional,15,10,11,153037,REC,18,18,1.0,0.00017598199883650523
unidirectional,15,10,11,153037,Heap-Based,18,18,1.0,0.00012232600056449883
unidirectional,15,10,12,153038,ILP,16,16,1.0,1.5336086860006617
unidirectional,15,10,12,153038,REC,17,16,1.0625,0.0001723790010146331
unidirectional,15,10,12,153038,Heap-Based,16,16,1.0,0.00011485200047900435
unidirectional,15,10,13,153039,ILP,17,17,1.0,1082.5157510010013
unidirectional,15,10,13,153039,REC,17,17,1.0,0.00015994600107660517
unidirectional,15,10,13,153039,Heap-Based,17,17,1.0,9.964200035028625e-05
unidirectional,15,10,14,153040,ILP,16,16,1.0,0.5447426619994076
unidirectional,15,10,14,153040,REC,16,16,1.0,0.00017660100093053188
unidirectional,15,10,14,153040,Heap-Based,16,16,1.0,0.00011559599988686386
unidirectional,15,10,15,153041,ILP,16,16,1.0,0.6839487509987521
unidirectional,15,10,15,153041,REC,16,16,1.0,0.00017886100067698862
unidirectional,15,10,15,153041,Heap-Based,16,16,1.0,0.000113224001324852
unidirectional,15,10,16,153042,ILP,18,18,1.0,2064.0591003129994
unidirectional,15,10,16,153042,REC,18,18,1.0,0.00016148199938470498
unidirectional,15,10,16,153042,Heap-Based,18,18,1.0,0.00010745699910330586
unidirectional,15,10,17,153043,ILP,15,15,1.0,0.0848555340016901
unidirectional,15,10,17,153043,REC,15,15,1.0,0.0001529119999759132
unidirectional,15,10,17,153043,Heap-Based,15,15,1.0,8.695699943928048e-05
unidirectional,15,10,18,153044,ILP,17,17,1.0,11.281556097001157
unidirectional,15,10,18,153044,REC,17,17,1.0,0.00019306100148241967
unidirectional,15,10,18,153044,Heap-Based,17,17,1.0,0.00015809100113983732
unidirectional,15,10,19,153045,ILP,14,14,1.0,0.3978181570000743
unidirectional,15,10,19,153045,REC,14,14,1.0,0.00020175499957986176
unidirectional,15,10,19,153045,Heap-Based,14,14,1.0,0.00010384599954704754
unidirectional,15,10,20,153046,ILP,16,16,1.0,2.517183121000926
unidirectional,15,10,20,153046,REC,16,16,1.0,0.0001930270009324886
unidirectional,15,10,20,153046,Heap-Based,16,16,1.0,0.00012802200035366695
unidirectional,15,10,21,153047,ILP,14,14,1.0,0.1315482339996379
unidirectional,15,10,21,153047,REC,14,14,1.0,0.00020773399955942295
unidirectional,15,10,21,153047,Heap-Based,14,14,1.0,0.00011473700033093337
unidirectional,15,10,22,153048,ILP,17,17,1.0,356.947992342999
unidirectional,15,10,22,153048,REC,17,17,1.0,0.00015888000052655116
unidirectional,15,10,22,153048,Heap-Based,17,17,1.0,0.00010443899918755051
unidirectional,15,10,23,153049,ILP,15,15,1.0,0.8273198080005386
unidirectional,15,10,23,153049,REC,16,15,1.0666666666666667,0.0001761189996614121
unidirectional,15,10,23,153049,Heap-Based,15,15,1.0,0.00010705699969548732
unidirectional,15,10,24,153050,ILP,15,15,1.0,0.22788126500017825
unidirectional,15,10,24,153050,REC,15,15,1.0,0.00015169799917202909
unidirectional,15,10,24,153050,Heap-Based,15,15,1.0,9.370599946123548e-05
unidirectional,15,10,25,153051,ILP,16,16,1.0,4.513556677999077
unidirectional,15,10,25,153051,REC,16,16,1.0,0.00019049600086873397
unidirectional,15,10,25,153051,Heap-Based,16,16,1.0,0.00012707399946521036
unidirectional,15,10,26,153052,ILP,16,16,1.0,20.546926582001106
unidirectional,15,10,26,153052,REC,16,16,1.0,0.0001807469998311717
unidirectional,15,10,26,153052,Heap-Based,16,16,1.0,0.00011967199861828703
unidirectional,15,10,27,153053,ILP,14,14,1.0,0.2074321020008938
unidirectional,15,10,27,153053,REC,14,14,1.0,0.00020254100127203856
unidirectional,15,10,27,153053,Heap-Based,14,14,1.0,0.00010403600026620552
unidirectional,15,10,28,153054,ILP,15,15,1.0,0.41924577499958104
unidirectional,15,10,28,153054,REC,15,15,1.0,0.0001768910005921498
unidirectional,15,10,28,153054,Heap-Based,15,15,1.0,0.00012777700067090336
unidirectional,15,10,29,153055,ILP,18,18,1.0,78.52210094300062
unidirectional,15,10,29,153055,REC,18,18,1.0,0.00018518700017011724
unidirectional,15,10,29,153055,Heap-Based,18,18,1.0,0.00012165299995103851
unidirectional,15,10,30,153056,ILP,13,13,1.0,0.11055940400001418
unidirectional,15,10,30,153056,REC,13,13,1.0,0.00017380400095134974
unidirectional,15,10,30,153056,Heap-Based,13,13,1.0,0.0001018999992083991
unidirectional,15,10,31,153057,ILP,13,13,1.0,0.196792713000832
unidirectional,15,10,31,153057,REC,13,13,1.0,0.00019963399972766638
unidirectional,15,10,31,153057,Heap-Based,13,13,1.0,0.0001046920006047003
unidirectional,15,10,32,153058,ILP,14,14,1.0,0.4278351520006254
unidirectional,15,10,32,153058,REC,15,14,1.0714285714285714,0.00016203099949052557
unidirectional,15,10,32,153058,Heap-Based,14,14,1.0,9.630299973650835e-05
unidirectional,15,20,0,154026,ILP,23,23,1.0,0.3714337389992579
unidirectional,15,20,0,154026,REC,23,23,1.0,0.000334360000124434
unidirectional,15,20,0,154026,Heap-Based,23,23,1.0,0.0001946200009115273
unidirectional,15,20,1,154027,ILP,22,22,1.0,0.8798626210009388
unidirectional,15,20,1,154027,REC,22,22,1.0,0.00035446599940769374
unidirectional,15,20,1,154027,Heap-Based,22,22,1.0,0.00022554700080945622
unidirectional,15,20,2,154028,ILP,20,20,1.0,0.3894630300001154
unidirectional,15,20,2,154028,REC,20,20,1.0,0.0003238620010961313
unidirectional,15,20,2,154028,Heap-Based,20,20,1.0,0.00018567100050859153
unidirectional,15,20,3,154029,ILP,23,23,1.0,0.9209488090000377
unidirectional,15,20,3,154029,REC,23,23,1.0,0.0003447680010140175
unidirectional,15,20,3,154029,Heap-Based,23,23,1.0,0.0002236239997728262
unidirectional,15,20,4,154030,ILP,25,25,1.0,0.23332128999936685
unidirectional,15,20,4,154030,REC,25,25,1.0,0.00032012300107453484
unidirectional,15,20,4,154030,Heap-Based,25,25,1.0,0.00018816999909176957
unidirectional,15,20,5,154031,ILP,21,21,1.0,0.17454092200023297
unidirectional,15,20,5,154031,REC,21,21,1.0,0.00035069300065515563
unidirectional,15,20,5,154031,Heap-Based,21,21,1.0,0.00021996600116835907
unidirectional,15,20,6,154032,ILP,23,23,1.0,0.6546801590011455
unidirectional,15,20,6,154032,REC,23,23,1.0,0.0003354780001245672
unidirectional,15,20,6,154032,Heap-Based,23,23,1.0,0.00021487000049091876
unidirectional,15,20,7,154033,ILP,23,23,1.0,0.41810013900067133
unidirectional,15,20,7,154033,REC,23,23,1.0,0.00031188700086204335
unidirectional,15,20,7,154033,Heap-Based,23,23,1.0,0.000178980000782758
unidirectional,15,20,8,154034,ILP,22,22,1.0,0.7123386399998708
unidirectional,15,20,8,154034,REC,22,22,1.0,0.00033692600118229166
unidirectional,15,20,8,154034,Heap-Based,22,22,1.0,0.00020313800087023992
unidirectional,15,20,9,154035,ILP,25,25,1.0,0.7372047009994276
unidirectional,15,20,9,154035,REC,25,25,1.0,0.000378495000404655
unidirectional,15,20,9,154035,Heap-Based,25,25,1.0,0.0002375250005570706
unidirectional,15,20,10,154036,ILP,27,27,1.0,4.51869157299916
unidirectional,15,20,10,154036,REC,27,27,1.0,0.00037006499951530714
unidirectional,15,20,10,154036,Heap-Based,27,27,1.0,0.0002526420012145536
unidirectional,15,20,11,154037,ILP,24,24,1.0,0.82609723799942
unidirectional,15,20,11,154037,REC,24,24,1.0,0.0003647699995781295
unidirectional,15,20,11,154037,Heap-Based,24,24,1.0,0.00024970900085463654
unidirectional,15,20,12,154038,ILP,22,22,1.0,0.6411312130003353
unidirectional,15,20,12,154038,REC,22,22,1.0,0.00033170099959534127
unidirectional,15,20,12,154038,Heap-Based,22,22,1.0,0.0002038610000454355
unidirectional,15,20,13,154039,ILP,26,26,1.0,32.30006630299977
unidirectional,15,20,13,154039,REC,26,26,1.0,0.00037970199991832487
unidirectional,15,20,13,154039,Heap-Based,26,26,1.0,0.0002935409993369831
unidirectional,15,20,14,154040,ILP,20,20,1.0,0.1731676620001963
unidirectional,15,20,14,154040,REC,20,20,1.0,0.0003070600014325464
unidirectional,15,20,14,154040,Heap-Based,20,20,1.0,0.00019022999913431704
unidirectional,15,20,15,154041,ILP,24,24,1.0,0.29373514500002784
unidirectional,15,20,15,154041,REC,24,24,1.0,0.0003087309996772092
unidirectional,15,20,15,154041,Heap-Based,24,24,1.0,0.00019656999938888475
unidirectional,15,20,16,154042,ILP,26,26,1.0,1.7567264399986016
unidirectional,15,20,16,154042,REC,26,26,1.0,0.00037157699989620596
unidirectional,15,20,16,154042,Heap-Based,26,26,1.0,0.0002613360011309851
unidirectional,15,20,17,154043,ILP,23,23,1.0,0.762155017000623
unidirectional,15,20,17,154043,REC,23,23,1.0,0.0003152350000164006
unidirectional,15,20,17,154043,Heap-Based,23,23,1.0,0.00019784100004471838
unidirectional,15,20,18,154044,ILP,24,24,1.0,0.3841139659998589
unidirectional,15,20,18,154044,REC,24,24,1.0,0.000319239001328242
unidirectional,15,20,18,154044,Heap-Based,24,24,1.0,0.00019720799900824204
unidirectional,15,20,19,154045,ILP,24,24,1.0,0.6126047060006385
unidirectional,15,20,19,154045,REC,24,24,1.0,0.0003115699983027298
unidirectional,15,20,19,154045,Heap-Based,24,24,1.0,0.00019764999888138846
unidirectional,15,20,20,154046,ILP,24,24,1.0,1.041198707998774
unidirectional,15,20,20,154046,REC,24,24,1.0,0.00032081199969979934
unidirectional,15,20,20,154046,Heap-Based,24,24,1.0,0.0002107640011672629
unidirectional,15,20,21,154047,ILP,23,23,1.0,0.7569917690016155
unidirectional,15,20,21,154047,REC,23,23,1.0,0.00032555500001762994
unidirectional,15,20,21,154047,Heap-Based,23,23,1.0,0.0002035689994954737
unidirectional,15,20,22,154048,ILP,25,25,1.0,3.042748550000397
unidirectional,15,20,22,154048,REC,25,25,1.0,0.00036104500031797215
unidirectional,15,20,22,154048,Heap-Based,25,25,1.0,0.0002400960001978092
unidirectional,15,20,23,154049,ILP,24,24,1.0,0.29665946699969936
unidirectional,15,20,23,154049,REC,24,24,1.0,0.0003056430014112266
unidirectional,15,20,23,154049,Heap-Based,24,24,1.0,0.0001715950002108002
unidirectional,15,20,24,154050,ILP,25,25,1.0,2.0883737339991058
unidirectional,15,20,24,154050,REC,25,25,1.0,0.0003556000010576099
unidirectional,15,20,24,154050,Heap-Based,25,25,1.0,0.0002248659984616097
unidirectional,15,20,25,154051,ILP,23,23,1.0,0.1392412860004697
unidirectional,15,20,25,154051,REC,23,23,1.0,0.0002674160004971782
unidirectional,15,20,25,154051,Heap-Based,23,23,1.0,0.00015079300101206172
unidirectional,15,20,26,154052,ILP,22,22,1.0,0.45153992300038226
unidirectional,15,20,26,154052,REC,22,22,1.0,0.0003614609995565843
unidirectional,15,20,26,154052,Heap-Based,22,22,1.0,0.0002148100011254428
unidirectional,15,20,27,154053,ILP,23,23,1.0,1.3708635809998668
unidirectional,15,20,27,154053,REC,24,23,1.0434782608695652,0.0003826360007224139
unidirectional,15,20,27,154053,Heap-Based,23,23,1.0,0.0002505730008124374
unidirectional,15,20,28,154054,ILP,24,24,1.0,0.48685674400076095
unidirectional,15,20,28,154054,REC,24,24,1.0,0.0003559460001270054
unidirectional,15,20,28,154054,Heap-Based,24,24,1.0,0.00021360000027925707
unidirectional,15,20,29,154055,ILP,24,24,1.0,0.4248579869999958
unidirectional,15,20,29,154055,REC,24,24,1.0,0.00033331099984934554
unidirectional,15,20,29,154055,Heap-Based,24,24,1.0,0.00021452399960253388
unidirectional,15,20,30,154056,ILP,23,23,1.0,0.9231660610003019
unidirectional,15,20,30,154056,REC,23,23,1.0,0.000320613000440062
unidirectional,15,20,30,154056,Heap-Based,23,23,1.0,0.00019515999883878976
unidirectional,15,20,31,154057,ILP,24,24,1.0,0.11970025400114537
unidirectional,15,20,31,154057,REC,24,24,1.0,0.00038661500002490357
unidirectional,15,20,31,154057,Heap-Based,24,24,1.0,0.00021501399896806106
unidirectional,15,20,32,154058,ILP,20,20,1.0,0.6139651579997008
unidirectional,15,20,32,154058,REC,20,20,1.0,0.00035881199983123224
unidirectional,15,20,32,154058,Heap-Based,20,20,1.0,0.00022244799947657157
unidirectional,15,30,0,155026,ILP,32,32,1.0,0.4139828499992291
unidirectional,15,30,0,155026,REC,32,32,1.0,0.0004853270002058707
unidirectional,15,30,0,155026,Heap-Based,32,32,1.0,0.0002904519988078391
unidirectional,15,30,1,155027,ILP,33,33,1.0,0.6273004750000837
unidirectional,15,30,1,155027,REC,33,33,1.0,0.0005937080004514428
unidirectional,15,30,1,155027,Heap-Based,33,33,1.0,0.0003672989987535402
unidirectional,15,30,2,155028,ILP,28,28,1.0,0.22043483699962962
unidirectional,15,30,2,155028,REC,28,28,1.0,0.0006062889988243114
unidirectional,15,30,2,155028,Heap-Based,28,28,1.0,0.00038504000076500233
unidirectional,15,30,3,155029,ILP,33,33,1.0,0.026705153999500908
unidirectional,15,30,3,155029,REC,33,33,1.0,0.0005331409993232228
unidirectional,15,30,3,155029,Heap-Based,33,33,1.0,0.00030696800058649387
unidirectional,15,30,4,155030,ILP,30,30,1.0,0.2990175619997899
unidirectional,15,30,4,155030,REC,30,30,1.0,0.0005145329996594228
unidirectional,15,30,4,155030,Heap-Based,30,30,1.0,0.0003208130001439713
unidirectional,15,30,5,155031,ILP,34,34,1.0,0.0628479579991108
unidirectional,15,30,5,155031,REC,34,34,1.0,0.0005452940004033735
unidirectional,15,30,5,155031,Heap-Based,34,34,1.0,0.00033353199978591874
unidirectional,15,30,6,155032,ILP,34,34,1.0,0.6529057999996439
unidirectional,15,30,6,155032,REC,34,34,1.0,0.000526016001458629
unidirectional,15,30,6,155032,Heap-Based,34,34,1.0,0.00033181800063175615
unidirectional,15,30,7,155033,ILP,32,32,1.0,0.2895790809998289
unidirectional,15,30,7,155033,REC,32,32,1.0,0.000511361999087967
unidirectional,15,30,7,155033,Heap-Based,32,32,1.0,0.0003285450002294965
unidirectional,15,30,8,155034,ILP,29,29,1.0,0.6019992590008769
unidirectional,15,30,8,155034,REC,29,29,1.0,0.0005127210006321548
unidirectional,15,30,8,155034,Heap-Based,29,29,1.0,0.0003127309992123628
unidirectional,15,30,9,155035,ILP,35,35,1.0,2.577044396000929
unidirectional,15,30,9,155035,REC,35,35,1.0,0.0006612270008190535
unidirectional,15,30,9,155035,Heap-Based,35,35,1.0,0.00044848899960925337
unidirectional,15,30,10,155036,ILP,33,33,1.0,0.0230737069996394
unidirectional,15,30,10,155036,REC,33,33,1.0,0.0004968649991496932
unidirectional,15,30,10,155036,Heap-Based,33,33,1.0,0.00027886099996976554
unidirectional,15,30,11,155037,ILP,34,34,1.0,0.8415750630010734
unidirectional,15,30,11,155037,REC,34,34,1.0,0.000559211999643594
unidirectional,15,30,11,155037,Heap-Based,34,34,1.0,0.0003510589995130431
unidirectional,15,30,12,155038,ILP,33,33,1.0,2.7483544739989156
unidirectional,15,30,12,155038,REC,33,33,1.0,0.0006546910008182749
unidirectional,15,30,12,155038,Heap-Based,33,33,1.0,0.0004503410000324948
unidirectional,15,30,13,155039,ILP,29,29,1.0,0.024661109999215114
unidirectional,15,30,13,155039,REC,29,29,1.0,0.00048201899880950805
unidirectional,15,30,13,155039,Heap-Based,29,29,1.0,0.00026282799990440253
unidirectional,15,30,14,155040,ILP,35,35,1.0,0.04133655100122269
unidirectional,15,30,14,155040,REC,35,35,1.0,0.0005845089999638731
unidirectional,15,30,14,155040,Heap-Based,35,35,1.0,0.00037041799987491686
unidirectional,15,30,15,155041,ILP,34,34,1.0,0.053623881000021356
unidirectional,15,30,15,155041,REC,34,34,1.0,0.0006238450005184859
unidirectional,15,30,15,155041,Heap-Based,34,34,1.0,0.0004011050004919525
unidirectional,15,30,16,155042,ILP,31,31,1.0,1.0552027140001883
unidirectional,15,30,16,155042,REC,31,31,1.0,0.0006158199994388269
unidirectional,15,30,16,155042,Heap-Based,31,31,1.0,0.00039839899909566157
unidirectional,15,30,17,155043,ILP,29,29,1.0,0.04992656400099804
unidirectional,15,30,17,155043,REC,29,29,1.0,0.0005809899994346779
unidirectional,15,30,17,155043,Heap-Based,29,29,1.0,0.0003530220001266571
unidirectional,15,30,18,155044,ILP,28,28,1.0,0.43758391800110985
unidirectional,15,30,18,155044,REC,28,28,1.0,0.0006494559984275838
unidirectional,15,30,18,155044,Heap-Based,28,28,1.0,0.0004064129989274079
unidirectional,15,30,19,155045,ILP,27,27,1.0,0.16882561999955215
unidirectional,15,30,19,155045,REC,27,27,1.0,0.0005500530005519977
unidirectional,15,30,19,155045,Heap-Based,27,27,1.0,0.00029045500014035497
unidirectional,15,30,20,155046,ILP,34,34,1.0,0.04559697600052459
unidirectional,15,30,20,155046,REC,34,34,1.0,0.0005905609996261774
unidirectional,15,30,20,155046,Heap-Based,34,34,1.0,0.00039058599941199645
unidirectional,15,30,21,155047,ILP,27,27,1.0,0.3269789820005826
unidirectional,15,30,21,155047,REC,27,27,1.0,0.0005179909985599807
unidirectional,15,30,21,155047,Heap-Based,27,27,1.0,0.0002747549988271203
unidirectional,15,30,22,155048,ILP,34,34,1.0,0.04290975900039484
unidirectional,15,30,22,155048,REC,34,34,1.0,0.0005794270000478718
unidirectional,15,30,22,155048,Heap-Based,34,34,1.0,0.0003620650004449999
unidirectional,15,30,23,155049,ILP,32,32,1.0,0.5016709869996703
unidirectional,15,30,23,155049,REC,32,32,1.0,0.0005431359986687312
unidirectional,15,30,23,155049,Heap-Based,32,32,1.0,0.00032631300018692855
unidirectional,15,30,24,155050,ILP,34,34,1.0,2.15292931499971
unidirectional,15,30,24,155050,REC,34,34,1.0,0.0005761459997302154
unidirectional,15,30,24,155050,Heap-Based,34,34,1.0,0.00036277899926062673
unidirectional,15,30,25,155051,ILP,33,33,1.0,1.1379990220011678
unidirectional,15,30,25,155051,REC,33,33,1.0,0.0005468500003189547
unidirectional,15,30,25,155051,Heap-Based,33,33,1.0,0.0003419500008021714
unidirectional,15,30,26,155052,ILP,31,31,1.0,0.27102582899897243
unidirectional,15,30,26,155052,REC,32,31,1.032258064516129,0.0005811529990751296
unidirectional,15,30,26,155052,Heap-Based,31,31,1.0,0.0003601869993872242
unidirectional,15,30,27,155053,ILP,35,35,1.0,0.03856951200032199
unidirectional,15,30,27,155053,REC,35,35,1.0,0.000538125001185108
unidirectional,15,30,27,155053,Heap-Based,35,35,1.0,0.000311293999402551
unidirectional,15,30,28,155054,ILP,33,33,1.0,1.738522182999077
unidirectional,15,30,28,155054,REC,33,33,1.0,0.0005669450001732912
unidirectional,15,30,28,155054,Heap-Based,33,33,1.0,0.00037882799915678333
unidirectional,15,30,29,155055,ILP,30,30,1.0,0.3159964869992109
unidirectional,15,30,29,155055,REC,30,30,1.0,0.0005730880002374761
unidirectional,15,30,29,155055,Heap-Based,30,30,1.0,0.00036300000101618934
unidirectional,15,30,30,155056,ILP,35,35,1.0,0.3704767869985517
unidirectional,15,30,30,155056,REC,35,35,1.0,0.0005052369997429196
unidirectional,15,30,30,155056,Heap-Based,35,35,1.0,0.0003385720010555815
unidirectional,15,30,31,155057,ILP,28,28,1.0,0.7510333940008422
unidirectional,15,30,31,155057,REC,28,28,1.0,0.0005259750014374731
unidirectional,15,30,31,155057,Heap-Based,28,28,1.0,0.00029892400016251486
unidirectional,15,30,32,155058,ILP,31,31,1.0,0.07076162499834027
unidirectional,15,30,32,155058,REC,31,31,1.0,0.0005341369997040601
unidirectional,15,30,32,155058,Heap-Based,31,31,1.0,0.00031277000016416423
unidirectional,15,40,0,156026,ILP,42,42,1.0,0.878382225999303
unidirectional,15,40,0,156026,REC,42,42,1.0,0.0008625800001027528
unidirectional,15,40,0,156026,Heap-Based,42,42,1.0,0.0005991910002194345
unidirectional,15,40,1,156027,ILP,45,45,1.0,1.3288185370001884
unidirectional,15,40,1,156027,REC,45,45,1.0,0.0009337860010418808
unidirectional,15,40,1,156027,Heap-Based,45,45,1.0,0.0006064059998607263
unidirectional,15,40,2,156028,ILP,43,43,1.0,4.281168309998975
unidirectional,15,40,2,156028,REC,43,43,1.0,0.0010409620008431375
unidirectional,15,40,2,156028,Heap-Based,43,43,1.0,0.0007263509996846551
unidirectional,15,40,3,156029,ILP,43,43,1.0,1.2075129259992536
unidirectional,15,40,3,156029,REC,43,43,1.0,0.0010359990010329057
unidirectional,15,40,3,156029,Heap-Based,43,43,1.0,0.0006892789988341974
unidirectional,15,40,4,156030,ILP,41,41,1.0,0.07492041600016819
unidirectional,15,40,4,156030,REC,41,41,1.0,0.0009165789997496177
unidirectional,15,40,4,156030,Heap-Based,41,41,1.0,0.0005604090001725126
unidirectional,15,40,5,156031,ILP,42,42,1.0,3.775761678998606
unidirectional,15,40,5,156031,REC,43,42,1.0238095238095237,0.0010124760010512546
unidirectional,15,40,5,156031,Heap-Based,42,42,1.0,0.0007215680016088299
unidirectional,15,40,6,156032,ILP,42,42,1.0,0.04513719799979299
unidirectional,15,40,6,156032,REC,42,42,1.0,0.000752854999518604
unidirectional,15,40,6,156032,Heap-Based,42,42,1.0,0.000426692999099032
unidirectional,15,40,7,156033,ILP,38,38,1.0,0.2586599969999952
unidirectional,15,40,7,156033,REC,38,38,1.0,0.0007424999985232716
unidirectional,15,40,7,156033,Heap-Based,38,38,1.0,0.00044070600051782094
